indicator,country,code,Year,Value
Prevalence of overweight (% of adults),Finland,FIN,1994,48.9
Prevalence of overweight (% of adults),Finland,FIN,1993,48.41
Prevalence of overweight (% of adults),Finland,FIN,1992,47.92
Prevalence of overweight (% of adults),Finland,FIN,1991,47.43
Prevalence of overweight (% of adults),Finland,FIN,1990,46.95
Prevalence of overweight (% of adults),France,FRA,2022,34.29
Prevalence of overweight (% of adults),France,FRA,2021,34.77
Prevalence of overweight (% of adults),France,FRA,2020,35.26
Prevalence of overweight (% of adults),France,FRA,2019,35.76
Prevalence of overweight (% of adults),France,FRA,2018,36.26
Prevalence of overweight (% of adults),France,FRA,2017,36.76
Prevalence of overweight (% of adults),France,FRA,2016,37.26
Prevalence of overweight (% of adults),France,FRA,2015,37.76
Prevalence of overweight (% of adults),France,FRA,2014,38.26
Prevalence of overweight (% of adults),France,FRA,2013,38.75
Prevalence of overweight (% of adults),France,FRA,2012,39.24
Prevalence of overweight (% of adults),France,FRA,2011,39.7
Prevalence of overweight (% of adults),France,FRA,2010,40.13
Prevalence of overweight (% of adults),France,FRA,2009,40.51
Prevalence of overweight (% of adults),France,FRA,2008,40.83
Prevalence of overweight (% of adults),France,FRA,2007,41.09
Prevalence of overweight (% of adults),France,FRA,2006,41.28
Prevalence of overweight (% of adults),France,FRA,2005,41.42
Prevalence of overweight (% of adults),France,FRA,2004,41.51
Prevalence of overweight (% of adults),France,FRA,2003,41.55
Prevalence of overweight (% of adults),France,FRA,2002,41.55
Prevalence of overweight (% of adults),France,FRA,2001,41.52
Prevalence of overweight (% of adults),France,FRA,2000,41.47
Prevalence of overweight (% of adults),France,FRA,1999,41.4
Prevalence of overweight (% of adults),France,FRA,1998,41.32
Prevalence of overweight (% of adults),France,FRA,1997,41.24
Prevalence of overweight (% of adults),France,FRA,1996,41.16
Prevalence of overweight (% of adults),France,FRA,1995,41.08
Prevalence of overweight (% of adults),France,FRA,1994,41.02
Prevalence of overweight (% of adults),France,FRA,1993,40.96
Prevalence of overweight (% of adults),France,FRA,1992,40.92
Prevalence of overweight (% of adults),France,FRA,1991,40.89
Prevalence of overweight (% of adults),France,FRA,1990,40.87
Prevalence of overweight (% of adults),French Polynesia,PYF,2022,73.57
Prevalence of overweight (% of adults),French Polynesia,PYF,2021,73.38
Prevalence of overweight (% of adults),French Polynesia,PYF,2020,73.2
Prevalence of overweight (% of adults),French Polynesia,PYF,2019,73.02
Prevalence of overweight (% of adults),French Polynesia,PYF,2018,72.84
Prevalence of overweight (% of adults),French Polynesia,PYF,2017,72.67
Prevalence of overweight (% of adults),French Polynesia,PYF,2016,72.49
Prevalence of overweight (% of adults),French Polynesia,PYF,2015,72.32
Prevalence of overweight (% of adults),French Polynesia,PYF,2014,72.16
Prevalence of overweight (% of adults),French Polynesia,PYF,2013,72
Prevalence of overweight (% of adults),French Polynesia,PYF,2012,71.86
Prevalence of overweight (% of adults),French Polynesia,PYF,2011,71.72
Prevalence of overweight (% of adults),French Polynesia,PYF,2010,71.59
Prevalence of overweight (% of adults),French Polynesia,PYF,2009,71.46
Prevalence of overweight (% of adults),French Polynesia,PYF,2008,71.33
Prevalence of overweight (% of adults),French Polynesia,PYF,2007,71.2
Prevalence of overweight (% of adults),French Polynesia,PYF,2006,71.08
Prevalence of overweight (% of adults),French Polynesia,PYF,2005,70.95
Prevalence of overweight (% of adults),French Polynesia,PYF,2004,70.82
Prevalence of overweight (% of adults),French Polynesia,PYF,2003,70.69
Prevalence of overweight (% of adults),French Polynesia,PYF,2002,70.56
Prevalence of overweight (% of adults),French Polynesia,PYF,2001,70.41
Prevalence of overweight (% of adults),French Polynesia,PYF,2000,70.26
Prevalence of overweight (% of adults),French Polynesia,PYF,1999,70.1
Prevalence of overweight (% of adults),French Polynesia,PYF,1998,69.91
Prevalence of overweight (% of adults),French Polynesia,PYF,1997,69.72
Prevalence of overweight (% of adults),French Polynesia,PYF,1996,69.5
Prevalence of overweight (% of adults),French Polynesia,PYF,1995,69.26
Prevalence of overweight (% of adults),French Polynesia,PYF,1994,69
Prevalence of overweight (% of adults),French Polynesia,PYF,1993,68.7
Prevalence of overweight (% of adults),French Polynesia,PYF,1992,68.37
Prevalence of overweight (% of adults),French Polynesia,PYF,1991,67.99
Prevalence of overweight (% of adults),French Polynesia,PYF,1990,67.58
Prevalence of overweight (% of adults),Gabon,GAB,2022,46.9
Prevalence of overweight (% of adults),Gabon,GAB,2021,46.23
Prevalence of overweight (% of adults),Gabon,GAB,2020,45.56
Prevalence of overweight (% of adults),Gabon,GAB,2019,44.91
Prevalence of overweight (% of adults),Gabon,GAB,2018,44.27
Prevalence of overweight (% of adults),Gabon,GAB,2017,43.64
Prevalence of overweight (% of adults),Gabon,GAB,2016,43.02
Prevalence of overweight (% of adults),Gabon,GAB,2015,42.42
Prevalence of overweight (% of adults),Gabon,GAB,2014,41.83
Prevalence of overweight (% of adults),Gabon,GAB,2013,41.25
Prevalence of overweight (% of adults),Gabon,GAB,2012,40.67
Prevalence of overweight (% of adults),Gabon,GAB,2011,40.07
Prevalence of overweight (% of adults),Gabon,GAB,2010,39.43
Prevalence of overweight (% of adults),Gabon,GAB,2009,38.75
Prevalence of overweight (% of adults),Gabon,GAB,2008,38.01
Prevalence of overweight (% of adults),Gabon,GAB,2007,37.23
Prevalence of overweight (% of adults),Gabon,GAB,2006,36.4
Prevalence of overweight (% of adults),Gabon,GAB,2005,35.52
Prevalence of overweight (% of adults),Gabon,GAB,2004,34.6
Prevalence of overweight (% of adults),Gabon,GAB,2003,33.66
Prevalence of overweight (% of adults),Gabon,GAB,2002,32.69
Prevalence of overweight (% of adults),Gabon,GAB,2001,31.71
Prevalence of overweight (% of adults),Gabon,GAB,2000,30.74
Prevalence of overweight (% of adults),Gabon,GAB,1999,29.77
Prevalence of overweight (% of adults),Gabon,GAB,1998,28.8
Prevalence of overweight (% of adults),Gabon,GAB,1997,27.85
Prevalence of overweight (% of adults),Gabon,GAB,1996,26.92
Prevalence of overweight (% of adults),Gabon,GAB,1995,26.01
Prevalence of overweight (% of adults),Gabon,GAB,1994,25.12
Prevalence of overweight (% of adults),Gabon,GAB,1993,24.25
Prevalence of overweight (% of adults),Gabon,GAB,1992,23.39
Prevalence of overweight (% of adults),Gabon,GAB,1991,22.55
Prevalence of overweight (% of adults),Gabon,GAB,1990,21.72
Prevalence of overweight (% of adults),"Gambia, The",GMB,2022,40.94
Prevalence of overweight (% of adults),"Gambia, The",GMB,2021,39.79
Prevalence of overweight (% of adults),"Gambia, The",GMB,2020,38.64
Prevalence of overweight (% of adults),"Gambia, The",GMB,2019,37.51
Prevalence of overweight (% of adults),"Gambia, The",GMB,2018,36.39
Prevalence of overweight (% of adults),"Gambia, The",GMB,2017,35.29
Prevalence of overweight (% of adults),"Gambia, The",GMB,2016,34.21
Prevalence of overweight (% of adults),"Gambia, The",GMB,2015,33.14
Prevalence of overweight (% of adults),"Gambia, The",GMB,2014,32.09
Prevalence of overweight (% of adults),"Gambia, The",GMB,2013,31.05
Prevalence of overweight (% of adults),"Gambia, The",GMB,2012,30.02
Prevalence of overweight (% of adults),"Gambia, The",GMB,2011,28.96
Prevalence of overweight (% of adults),"Gambia, The",GMB,2010,27.86
Prevalence of overweight (% of adults),"Gambia, The",GMB,2009,26.69
Prevalence of overweight (% of adults),"Gambia, The",GMB,2008,25.47
Prevalence of overweight (% of adults),"Gambia, The",GMB,2007,24.21
Prevalence of overweight (% of adults),"Gambia, The",GMB,2006,22.91
Prevalence of overweight (% of adults),"Gambia, The",GMB,2005,21.59
Prevalence of overweight (% of adults),"Gambia, The",GMB,2004,20.28
Prevalence of overweight (% of adults),"Gambia, The",GMB,2003,18.97
Prevalence of overweight (% of adults),"Gambia, The",GMB,2002,17.7
Prevalence of overweight (% of adults),"Gambia, The",GMB,2001,16.48
Prevalence of overweight (% of adults),"Gambia, The",GMB,2000,15.32
Prevalence of overweight (% of adults),"Gambia, The",GMB,1999,14.22
Prevalence of overweight (% of adults),"Gambia, The",GMB,1998,13.19
Prevalence of overweight (% of adults),"Gambia, The",GMB,1997,12.25
Prevalence of overweight (% of adults),"Gambia, The",GMB,1996,11.39
Prevalence of overweight (% of adults),"Gambia, The",GMB,1995,10.6
Prevalence of overweight (% of adults),"Gambia, The",GMB,1994,9.88
Prevalence of overweight (% of adults),"Gambia, The",GMB,1993,9.22
Prevalence of overweight (% of adults),"Gambia, The",GMB,1992,8.62
Prevalence of overweight (% of adults),"Gambia, The",GMB,1991,8.06
Prevalence of overweight (% of adults),"Gambia, The",GMB,1990,7.54
Prevalence of overweight (% of adults),Georgia,GEO,2022,65.75
Prevalence of overweight (% of adults),Georgia,GEO,2021,65.08
Prevalence of overweight (% of adults),Georgia,GEO,2020,64.41
Prevalence of overweight (% of adults),Georgia,GEO,2019,63.72
Prevalence of overweight (% of adults),Georgia,GEO,2018,63.03
Prevalence of overweight (% of adults),Georgia,GEO,2017,62.32
Prevalence of overweight (% of adults),Georgia,GEO,2016,61.59
Prevalence of overweight (% of adults),Georgia,GEO,2015,60.83
Prevalence of overweight (% of adults),Georgia,GEO,2014,60.05
Prevalence of overweight (% of adults),Georgia,GEO,2013,59.26
Prevalence of overweight (% of adults),Georgia,GEO,2012,58.46
Prevalence of overweight (% of adults),Georgia,GEO,2011,57.63
Prevalence of overweight (% of adults),Georgia,GEO,2010,56.78
Prevalence of overweight (% of adults),Georgia,GEO,2009,55.91
Prevalence of overweight (% of adults),Georgia,GEO,2008,55.03
Prevalence of overweight (% of adults),Georgia,GEO,2007,54.14
Prevalence of overweight (% of adults),Georgia,GEO,2006,53.24
Prevalence of overweight (% of adults),Georgia,GEO,2005,52.33
Prevalence of overweight (% of adults),Georgia,GEO,2004,51.43
Prevalence of overweight (% of adults),Georgia,GEO,2003,50.52
Prevalence of overweight (% of adults),Georgia,GEO,2002,49.63
Prevalence of overweight (% of adults),Georgia,GEO,2001,48.74
Prevalence of overweight (% of adults),Georgia,GEO,2000,47.87
Prevalence of overweight (% of adults),Georgia,GEO,1999,47.01
Prevalence of overweight (% of adults),Georgia,GEO,1998,46.15
Prevalence of overweight (% of adults),Georgia,GEO,1997,45.32
Prevalence of overweight (% of adults),Georgia,GEO,1996,44.5
Prevalence of overweight (% of adults),Georgia,GEO,1995,43.7
Prevalence of overweight (% of adults),Georgia,GEO,1994,42.91
Prevalence of overweight (% of adults),Georgia,GEO,1993,42.15
Prevalence of overweight (% of adults),Georgia,GEO,1992,41.39
Prevalence of overweight (% of adults),Georgia,GEO,1991,40.65
Prevalence of overweight (% of adults),Georgia,GEO,1990,39.92
Prevalence of overweight (% of adults),Germany,DEU,2022,53.82
Prevalence of overweight (% of adults),Germany,DEU,2021,53.92
Prevalence of overweight (% of adults),Germany,DEU,2020,54.02
Prevalence of overweight (% of adults),Germany,DEU,2019,54.13
Prevalence of overweight (% of adults),Germany,DEU,2018,54.24
Prevalence of overweight (% of adults),Germany,DEU,2017,54.34
Prevalence of overweight (% of adults),Germany,DEU,2016,54.43
Prevalence of overweight (% of adults),Germany,DEU,2015,54.51
Prevalence of overweight (% of adults),Germany,DEU,2014,54.6
Prevalence of overweight (% of adults),Germany,DEU,2013,54.69
Prevalence of overweight (% of adults),Germany,DEU,2012,54.76
Prevalence of overweight (% of adults),Germany,DEU,2011,54.83
Prevalence of overweight (% of adults),Germany,DEU,2010,54.86
Prevalence of overweight (% of adults),Germany,DEU,2009,54.85
Prevalence of overweight (% of adults),Germany,DEU,2008,54.79
Prevalence of overweight (% of adults),Germany,DEU,2007,54.68
Prevalence of overweight (% of adults),Germany,DEU,2006,54.51
Prevalence of overweight (% of adults),Germany,DEU,2005,54.3
Prevalence of overweight (% of adults),Germany,DEU,2004,54.05
Prevalence of overweight (% of adults),Germany,DEU,2003,53.75
Prevalence of overweight (% of adults),Germany,DEU,2002,53.42
Prevalence of overweight (% of adults),Germany,DEU,2001,53.06
Prevalence of overweight (% of adults),Germany,DEU,2000,52.67
Prevalence of overweight (% of adults),Germany,DEU,1999,52.25
Prevalence of overweight (% of adults),Germany,DEU,1998,51.79
Prevalence of overweight (% of adults),Germany,DEU,1997,51.3
Prevalence of overweight (% of adults),Germany,DEU,1996,50.78
Prevalence of overweight (% of adults),Germany,DEU,1995,50.25
Prevalence of overweight (% of adults),Germany,DEU,1994,49.7
Prevalence of overweight (% of adults),Germany,DEU,1993,49.15
Prevalence of overweight (% of adults),Germany,DEU,1992,48.6
Prevalence of overweight (% of adults),Germany,DEU,1991,48.04
Prevalence of overweight (% of adults),Germany,DEU,1990,47.47
Prevalence of overweight (% of adults),Ghana,GHA,2022,36.73
Prevalence of overweight (% of adults),Ghana,GHA,2021,36.14
Prevalence of overweight (% of adults),Ghana,GHA,2020,35.55
Prevalence of overweight (% of adults),Ghana,GHA,2019,34.98
Prevalence of overweight (% of adults),Ghana,GHA,2018,34.41
Prevalence of overweight (% of adults),Ghana,GHA,2017,33.85
Prevalence of overweight (% of adults),Ghana,GHA,2016,33.3
Prevalence of overweight (% of adults),Ghana,GHA,2015,32.76
Prevalence of overweight (% of adults),Ghana,GHA,2014,32.23
Prevalence of overweight (% of adults),Ghana,GHA,2013,31.71
Prevalence of overweight (% of adults),Ghana,GHA,2012,31.18
Prevalence of overweight (% of adults),Ghana,GHA,2011,30.62
Prevalence of overweight (% of adults),Ghana,GHA,2010,30.02
Prevalence of overweight (% of adults),Ghana,GHA,2009,29.36
Prevalence of overweight (% of adults),Ghana,GHA,2008,28.63
Prevalence of overweight (% of adults),Ghana,GHA,2007,27.83
Prevalence of overweight (% of adults),Ghana,GHA,2006,26.96
Prevalence of overweight (% of adults),Ghana,GHA,2005,26.04
Prevalence of overweight (% of adults),Ghana,GHA,2004,25.07
Prevalence of overweight (% of adults),Ghana,GHA,2003,24.07
Prevalence of overweight (% of adults),Ghana,GHA,2002,23.04
Prevalence of overweight (% of adults),Ghana,GHA,2001,22.02
Prevalence of overweight (% of adults),Ghana,GHA,2000,21
Prevalence of overweight (% of adults),Ghana,GHA,1999,19.99
Prevalence of overweight (% of adults),Ghana,GHA,1998,19.01
Prevalence of overweight (% of adults),Ghana,GHA,1997,18.07
Prevalence of overweight (% of adults),Ghana,GHA,1996,17.17
Prevalence of overweight (% of adults),Ghana,GHA,1995,16.31
Prevalence of overweight (% of adults),Ghana,GHA,1994,15.49
Prevalence of overweight (% of adults),Ghana,GHA,1993,14.71
Prevalence of overweight (% of adults),Ghana,GHA,1992,13.97
Prevalence of overweight (% of adults),Ghana,GHA,1991,13.26
Prevalence of overweight (% of adults),Ghana,GHA,1990,12.58
Prevalence of overweight (% of adults),Greece,GRC,2022,61.44
Prevalence of overweight (% of adults),Greece,GRC,2021,61.22
Prevalence of overweight (% of adults),Greece,GRC,2020,61.02
Prevalence of overweight (% of adults),Greece,GRC,2019,60.82
Prevalence of overweight (% of adults),Greece,GRC,2018,60.63
Prevalence of overweight (% of adults),Greece,GRC,2017,60.44
Prevalence of overweight (% of adults),Greece,GRC,2016,60.24
Prevalence of overweight (% of adults),Greece,GRC,2015,60.04
Prevalence of overweight (% of adults),Greece,GRC,2014,59.84
Prevalence of overweight (% of adults),Greece,GRC,2013,59.64
Prevalence of overweight (% of adults),Greece,GRC,2012,59.44
Prevalence of overweight (% of adults),Greece,GRC,2011,59.21
Prevalence of overweight (% of adults),Greece,GRC,2010,58.95
Prevalence of overweight (% of adults),Greece,GRC,2009,58.65
Prevalence of overweight (% of adults),Greece,GRC,2008,58.31
Prevalence of overweight (% of adults),Greece,GRC,2007,57.91
Prevalence of overweight (% of adults),Greece,GRC,2006,57.46
Prevalence of overweight (% of adults),Greece,GRC,2005,56.97
Prevalence of overweight (% of adults),Greece,GRC,2004,56.45
Prevalence of overweight (% of adults),Greece,GRC,2003,55.9
Prevalence of overweight (% of adults),Greece,GRC,2002,55.34
Prevalence of overweight (% of adults),Greece,GRC,2001,54.75
Prevalence of overweight (% of adults),Greece,GRC,2000,54.16
Prevalence of overweight (% of adults),Greece,GRC,1999,53.57
Prevalence of overweight (% of adults),Greece,GRC,1998,52.98
Prevalence of overweight (% of adults),Greece,GRC,1997,52.41
Prevalence of overweight (% of adults),Greece,GRC,1996,51.85
Prevalence of overweight (% of adults),Greece,GRC,1995,51.31
Prevalence of overweight (% of adults),Greece,GRC,1994,50.79
Prevalence of overweight (% of adults),Greece,GRC,1993,50.3
Prevalence of overweight (% of adults),Greece,GRC,1992,49.83
Prevalence of overweight (% of adults),Greece,GRC,1991,49.39
