country,code,indicator
Georgia,GEO,Obesity
Georgia,GEO,Obesity
Georgia,GEO,Obesity
Georgia,GEO,Obesity
Georgia,GEO,Obesity
Georgia,GEO,Obesity
Georgia,GEO,Obesity
Georgia,GEO,Obesity
Georgia,GEO,Obesity
Georgia,GEO,Obesity
Georgia,GEO,Obesity
Georgia,GEO,Obesity
Georgia,GEO,Obesity
Georgia,GEO,Obesity
Georgia,GEO,Obesity
Georgia,GEO,Obesity
Georgia,GEO,Obesity
Georgia,GEO,Obesity
Georgia,GEO,Obesity
Georgia,GEO,Obesity
Georgia,GEO,Obesity
Georgia,GEO,Obesity
Georgia,GEO,Obesity
Georgia,GEO,Obesity
Georgia,GEO,Obesity
Georgia,GEO,Obesity
Georgia,GEO,Obesity
Georgia,GEO,Obesity
Georgia,GEO,Obesity
Georgia,GEO,Obesity
Georgia,GEO,Obesity
Georgia,GEO,Obesity
Germany,DEU,Obesity
Germany,DEU,Obesity
Germany,DEU,Obesity
Germany,DEU,Obesity
Germany,DEU,Obesity
Germany,DEU,Obesity
Germany,DEU,Obesity
Germany,DEU,Obesity
Germany,DEU,Obesity
Germany,DEU,Obesity
Germany,DEU,Obesity
Germany,DEU,Obesity
Germany,DEU,Obesity
Germany,DEU,Obesity
Germany,DEU,Obesity
Germany,DEU,Obesity
Germany,DEU,Obesity
Germany,DEU,Obesity
Germany,DEU,Obesity
Germany,DEU,Obesity
Germany,DEU,Obesity
Germany,DEU,Obesity
Germany,DEU,Obesity
Germany,DEU,Obesity
Germany,DEU,Obesity
Germany,DEU,Obesity
Germany,DEU,Obesity
Germany,DEU,Obesity
Germany,DEU,Obesity
Germany,DEU,Obesity
Germany,DEU,Obesity
Germany,DEU,Obesity
Germany,DEU,Obesity
Ghana,GHA,Obesity
Ghana,GHA,Obesity
Ghana,GHA,Obesity
Ghana,GHA,Obesity
Ghana,GHA,Obesity
Ghana,GHA,Obesity
Ghana,GHA,Obesity
Ghana,GHA,Obesity
Ghana,GHA,Obesity
Ghana,GHA,Obesity
Ghana,GHA,Obesity
Ghana,GHA,Obesity
Ghana,GHA,Obesity
Ghana,GHA,Obesity
Ghana,GHA,Obesity
Ghana,GHA,Obesity
Ghana,GHA,Obesity
Ghana,GHA,Obesity
Ghana,GHA,Obesity
Ghana,GHA,Obesity
Ghana,GHA,Obesity
Ghana,GHA,Obesity
Ghana,GHA,Obesity
Ghana,GHA,Obesity
Ghana,GHA,Obesity
Ghana,GHA,Obesity
Ghana,GHA,Obesity
Ghana,GHA,Obesity
Ghana,GHA,Obesity
Ghana,GHA,Obesity
Ghana,GHA,Obesity
Ghana,GHA,Obesity
Ghana,GHA,Obesity
Greece,GRC,Obesity
Greece,GRC,Obesity
Greece,GRC,Obesity
Greece,GRC,Obesity
Greece,GRC,Obesity
Greece,GRC,Obesity
Greece,GRC,Obesity
Greece,GRC,Obesity
Greece,GRC,Obesity
Greece,GRC,Obesity
Greece,GRC,Obesity
Greece,GRC,Obesity
Greece,GRC,Obesity
Greece,GRC,Obesity
Greece,GRC,Obesity
Greece,GRC,Obesity
Greece,GRC,Obesity
Greece,GRC,Obesity
Greece,GRC,Obesity
Greece,GRC,Obesity
Greece,GRC,Obesity
Greece,GRC,Obesity
Greece,GRC,Obesity
Greece,GRC,Obesity
Greece,GRC,Obesity
Greece,GRC,Obesity
Greece,GRC,Obesity
Greece,GRC,Obesity
Greece,GRC,Obesity
Greece,GRC,Obesity
Greece,GRC,Obesity
Greece,GRC,Obesity
Greece,GRC,Obesity
Greenland,GRL,Obesity
Greenland,GRL,Obesity
Greenland,GRL,Obesity
Greenland,GRL,Obesity
Greenland,GRL,Obesity
Greenland,GRL,Obesity
Greenland,GRL,Obesity
Greenland,GRL,Obesity
Greenland,GRL,Obesity
Greenland,GRL,Obesity
Greenland,GRL,Obesity
Greenland,GRL,Obesity
Greenland,GRL,Obesity
Greenland,GRL,Obesity
Greenland,GRL,Obesity
Greenland,GRL,Obesity
Greenland,GRL,Obesity
Greenland,GRL,Obesity
Greenland,GRL,Obesity
Greenland,GRL,Obesity
Greenland,GRL,Obesity
Greenland,GRL,Obesity
Greenland,GRL,Obesity
Greenland,GRL,Obesity
Greenland,GRL,Obesity
Greenland,GRL,Obesity
Greenland,GRL,Obesity
Greenland,GRL,Obesity
Greenland,GRL,Obesity
Greenland,GRL,Obesity
Greenland,GRL,Obesity
Greenland,GRL,Obesity
Greenland,GRL,Obesity
Grenada,GRD,Obesity
Grenada,GRD,Obesity
Grenada,GRD,Obesity
Grenada,GRD,Obesity
Grenada,GRD,Obesity
Grenada,GRD,Obesity
Grenada,GRD,Obesity
Grenada,GRD,Obesity
Grenada,GRD,Obesity
Grenada,GRD,Obesity
Grenada,GRD,Obesity
Grenada,GRD,Obesity
Grenada,GRD,Obesity
Grenada,GRD,Obesity
Grenada,GRD,Obesity
Grenada,GRD,Obesity
Grenada,GRD,Obesity
Grenada,GRD,Obesity
Grenada,GRD,Obesity
Grenada,GRD,Obesity
Grenada,GRD,Obesity
Grenada,GRD,Obesity
Grenada,GRD,Obesity
Grenada,GRD,Obesity
Grenada,GRD,Obesity
Grenada,GRD,Obesity
Grenada,GRD,Obesity
Grenada,GRD,Obesity
Grenada,GRD,Obesity
Grenada,GRD,Obesity
Grenada,GRD,Obesity
Grenada,GRD,Obesity
Grenada,GRD,Obesity
Guatemala,GTM,Obesity
Guatemala,GTM,Obesity
Guatemala,GTM,Obesity
Guatemala,GTM,Obesity
Guatemala,GTM,Obesity
Guatemala,GTM,Obesity
Guatemala,GTM,Obesity
Guatemala,GTM,Obesity
Guatemala,GTM,Obesity
Guatemala,GTM,Obesity
Guatemala,GTM,Obesity
Guatemala,GTM,Obesity
Guatemala,GTM,Obesity
Guatemala,GTM,Obesity
Guatemala,GTM,Obesity
Guatemala,GTM,Obesity
Guatemala,GTM,Obesity
Guatemala,GTM,Obesity
Guatemala,GTM,Obesity
Guatemala,GTM,Obesity
Guatemala,GTM,Obesity
Guatemala,GTM,Obesity
Guatemala,GTM,Obesity
Guatemala,GTM,Obesity
Guatemala,GTM,Obesity
Guatemala,GTM,Obesity
Guatemala,GTM,Obesity
Guatemala,GTM,Obesity
Guatemala,GTM,Obesity
Guatemala,GTM,Obesity
Guatemala,GTM,Obesity
Guatemala,GTM,Obesity
Guatemala,GTM,Obesity
Guinea,GIN,Obesity
Guinea,GIN,Obesity
Guinea,GIN,Obesity
Guinea,GIN,Obesity
Guinea,GIN,Obesity
Guinea,GIN,Obesity
Guinea,GIN,Obesity
Guinea,GIN,Obesity
Guinea,GIN,Obesity
Guinea,GIN,Obesity
Guinea,GIN,Obesity
Guinea,GIN,Obesity
Guinea,GIN,Obesity
Guinea,GIN,Obesity
Guinea,GIN,Obesity
Guinea,GIN,Obesity
Guinea,GIN,Obesity
Guinea,GIN,Obesity
Guinea,GIN,Obesity
Guinea,GIN,Obesity
Guinea,GIN,Obesity
Guinea,GIN,Obesity
Guinea,GIN,Obesity
Guinea,GIN,Obesity
Guinea,GIN,Obesity
Guinea,GIN,Obesity
Guinea,GIN,Obesity
Guinea,GIN,Obesity
Guinea,GIN,Obesity
Guinea,GIN,Obesity
Guinea,GIN,Obesity
Guinea,GIN,Obesity
Guinea,GIN,Obesity
Guinea-Bissau,GNB,Obesity
Guinea-Bissau,GNB,Obesity
Guinea-Bissau,GNB,Obesity
Guinea-Bissau,GNB,Obesity
Guinea-Bissau,GNB,Obesity
Guinea-Bissau,GNB,Obesity
Guinea-Bissau,GNB,Obesity
Guinea-Bissau,GNB,Obesity
Guinea-Bissau,GNB,Obesity
Guinea-Bissau,GNB,Obesity
Guinea-Bissau,GNB,Obesity
Guinea-Bissau,GNB,Obesity
Guinea-Bissau,GNB,Obesity
Guinea-Bissau,GNB,Obesity
Guinea-Bissau,GNB,Obesity
Guinea-Bissau,GNB,Obesity
Guinea-Bissau,GNB,Obesity
Guinea-Bissau,GNB,Obesity
Guinea-Bissau,GNB,Obesity
Guinea-Bissau,GNB,Obesity
Guinea-Bissau,GNB,Obesity
Guinea-Bissau,GNB,Obesity
Guinea-Bissau,GNB,Obesity
Guinea-Bissau,GNB,Obesity
Guinea-Bissau,GNB,Obesity
Guinea-Bissau,GNB,Obesity
Guinea-Bissau,GNB,Obesity
Guinea-Bissau,GNB,Obesity
Guinea-Bissau,GNB,Obesity
Guinea-Bissau,GNB,Obesity
Guinea-Bissau,GNB,Obesity
Guinea-Bissau,GNB,Obesity
Guinea-Bissau,GNB,Obesity
Guyana,GUY,Obesity
Guyana,GUY,Obesity
Guyana,GUY,Obesity
Guyana,GUY,Obesity
Guyana,GUY,Obesity
Guyana,GUY,Obesity
Guyana,GUY,Obesity
Guyana,GUY,Obesity
Guyana,GUY,Obesity
Guyana,GUY,Obesity
Guyana,GUY,Obesity
Guyana,GUY,Obesity
Guyana,GUY,Obesity
Guyana,GUY,Obesity
Guyana,GUY,Obesity
Guyana,GUY,Obesity
Guyana,GUY,Obesity
Guyana,GUY,Obesity
Guyana,GUY,Obesity
Guyana,GUY,Obesity
Guyana,GUY,Obesity
Guyana,GUY,Obesity
Guyana,GUY,Obesity
Guyana,GUY,Obesity
Guyana,GUY,Obesity
Guyana,GUY,Obesity
Guyana,GUY,Obesity
Guyana,GUY,Obesity
Guyana,GUY,Obesity
Guyana,GUY,Obesity
Guyana,GUY,Obesity
Guyana,GUY,Obesity
Guyana,GUY,Obesity
Haiti,HTI,Obesity
Haiti,HTI,Obesity
Haiti,HTI,Obesity
Haiti,HTI,Obesity
Haiti,HTI,Obesity
Haiti,HTI,Obesity
Haiti,HTI,Obesity
Haiti,HTI,Obesity
Haiti,HTI,Obesity
Haiti,HTI,Obesity
Haiti,HTI,Obesity
Haiti,HTI,Obesity
Haiti,HTI,Obesity
Haiti,HTI,Obesity
Haiti,HTI,Obesity
Haiti,HTI,Obesity
Haiti,HTI,Obesity
Haiti,HTI,Obesity
Haiti,HTI,Obesity
Haiti,HTI,Obesity
Haiti,HTI,Obesity
Haiti,HTI,Obesity
Haiti,HTI,Obesity
Haiti,HTI,Obesity
Haiti,HTI,Obesity
Haiti,HTI,Obesity
Haiti,HTI,Obesity
Haiti,HTI,Obesity
Haiti,HTI,Obesity
Haiti,HTI,Obesity
Haiti,HTI,Obesity
Haiti,HTI,Obesity
Haiti,HTI,Obesity
Honduras,HND,Obesity
Honduras,HND,Obesity
Honduras,HND,Obesity
Honduras,HND,Obesity
Honduras,HND,Obesity
Honduras,HND,Obesity
Honduras,HND,Obesity
Honduras,HND,Obesity
Honduras,HND,Obesity
Honduras,HND,Obesity
Honduras,HND,Obesity
Honduras,HND,Obesity
Honduras,HND,Obesity
Honduras,HND,Obesity
Honduras,HND,Obesity
Honduras,HND,Obesity
Honduras,HND,Obesity
Honduras,HND,Obesity
Honduras,HND,Obesity
Honduras,HND,Obesity
Honduras,HND,Obesity
Honduras,HND,Obesity
Honduras,HND,Obesity
Honduras,HND,Obesity
Honduras,HND,Obesity
Honduras,HND,Obesity
Honduras,HND,Obesity
Honduras,HND,Obesity
Honduras,HND,Obesity
Honduras,HND,Obesity
Honduras,HND,Obesity
Honduras,HND,Obesity
Honduras,HND,Obesity
Hungary,HUN,Obesity
Hungary,HUN,Obesity
Hungary,HUN,Obesity
Hungary,HUN,Obesity
Hungary,HUN,Obesity
Hungary,HUN,Obesity
Hungary,HUN,Obesity
Hungary,HUN,Obesity
Hungary,HUN,Obesity
Hungary,HUN,Obesity
Hungary,HUN,Obesity
Hungary,HUN,Obesity
Hungary,HUN,Obesity
Hungary,HUN,Obesity
Hungary,HUN,Obesity
Hungary,HUN,Obesity
Hungary,HUN,Obesity
Hungary,HUN,Obesity
Hungary,HUN,Obesity
Hungary,HUN,Obesity
Hungary,HUN,Obesity
Hungary,HUN,Obesity
Hungary,HUN,Obesity
Hungary,HUN,Obesity
Hungary,HUN,Obesity
Hungary,HUN,Obesity
Hungary,HUN,Obesity
Hungary,HUN,Obesity
Hungary,HUN,Obesity
Hungary,HUN,Obesity
Hungary,HUN,Obesity
Hungary,HUN,Obesity
Hungary,HUN,Obesity
Iceland,ISL,Obesity
Iceland,ISL,Obesity
Iceland,ISL,Obesity
Iceland,ISL,Obesity
Iceland,ISL,Obesity
Iceland,ISL,Obesity
Iceland,ISL,Obesity
Iceland,ISL,Obesity
Iceland,ISL,Obesity
Iceland,ISL,Obesity
Iceland,ISL,Obesity
Iceland,ISL,Obesity
Iceland,ISL,Obesity
Iceland,ISL,Obesity
Iceland,ISL,Obesity
Iceland,ISL,Obesity
Iceland,ISL,Obesity
Iceland,ISL,Obesity
Iceland,ISL,Obesity
Iceland,ISL,Obesity
Iceland,ISL,Obesity
Iceland,ISL,Obesity
Iceland,ISL,Obesity
Iceland,ISL,Obesity
Iceland,ISL,Obesity
Iceland,ISL,Obesity
Iceland,ISL,Obesity
Iceland,ISL,Obesity
Iceland,ISL,Obesity
Iceland,ISL,Obesity
Iceland,ISL,Obesity
Iceland,ISL,Obesity
Iceland,ISL,Obesity
India,IND,Obesity
India,IND,Obesity
India,IND,Obesity
India,IND,Obesity
India,IND,Obesity
India,IND,Obesity
India,IND,Obesity
India,IND,Obesity
India,IND,Obesity
India,IND,Obesity
India,IND,Obesity
India,IND,Obesity
India,IND,Obesity
India,IND,Obesity
India,IND,Obesity
India,IND,Obesity
India,IND,Obesity
India,IND,Obesity
India,IND,Obesity
India,IND,Obesity
India,IND,Obesity
India,IND,Obesity
India,IND,Obesity
India,IND,Obesity
India,IND,Obesity
India,IND,Obesity
India,IND,Obesity
India,IND,Obesity
India,IND,Obesity
India,IND,Obesity
India,IND,Obesity
India,IND,Obesity
India,IND,Obesity
Indonesia,IDN,Obesity
Indonesia,IDN,Obesity
Indonesia,IDN,Obesity
Indonesia,IDN,Obesity
Indonesia,IDN,Obesity
Indonesia,IDN,Obesity
Indonesia,IDN,Obesity
Indonesia,IDN,Obesity
Indonesia,IDN,Obesity
Indonesia,IDN,Obesity
Indonesia,IDN,Obesity
Indonesia,IDN,Obesity
Indonesia,IDN,Obesity
Indonesia,IDN,Obesity
Indonesia,IDN,Obesity
Indonesia,IDN,Obesity
Indonesia,IDN,Obesity
Indonesia,IDN,Obesity
Indonesia,IDN,Obesity
Indonesia,IDN,Obesity
Indonesia,IDN,Obesity
Indonesia,IDN,Obesity
Indonesia,IDN,Obesity
Indonesia,IDN,Obesity
Indonesia,IDN,Obesity
Indonesia,IDN,Obesity
Indonesia,IDN,Obesity
Indonesia,IDN,Obesity
Indonesia,IDN,Obesity
Indonesia,IDN,Obesity
Indonesia,IDN,Obesity
Indonesia,IDN,Obesity
Indonesia,IDN,Obesity
"Iran, Islamic Rep.",IRN,Obesity
"Iran, Islamic Rep.",IRN,Obesity
"Iran, Islamic Rep.",IRN,Obesity
"Iran, Islamic Rep.",IRN,Obesity
"Iran, Islamic Rep.",IRN,Obesity
"Iran, Islamic Rep.",IRN,Obesity
"Iran, Islamic Rep.",IRN,Obesity
"Iran, Islamic Rep.",IRN,Obesity
"Iran, Islamic Rep.",IRN,Obesity
"Iran, Islamic Rep.",IRN,Obesity
"Iran, Islamic Rep.",IRN,Obesity
"Iran, Islamic Rep.",IRN,Obesity
"Iran, Islamic Rep.",IRN,Obesity
"Iran, Islamic Rep.",IRN,Obesity
"Iran, Islamic Rep.",IRN,Obesity
"Iran, Islamic Rep.",IRN,Obesity
"Iran, Islamic Rep.",IRN,Obesity
"Iran, Islamic Rep.",IRN,Obesity
"Iran, Islamic Rep.",IRN,Obesity
"Iran, Islamic Rep.",IRN,Obesity
"Iran, Islamic Rep.",IRN,Obesity
"Iran, Islamic Rep.",IRN,Obesity
"Iran, Islamic Rep.",IRN,Obesity
"Iran, Islamic Rep.",IRN,Obesity
"Iran, Islamic Rep.",IRN,Obesity
"Iran, Islamic Rep.",IRN,Obesity
"Iran, Islamic Rep.",IRN,Obesity
"Iran, Islamic Rep.",IRN,Obesity
"Iran, Islamic Rep.",IRN,Obesity
"Iran, Islamic Rep.",IRN,Obesity
"Iran, Islamic Rep.",IRN,Obesity
"Iran, Islamic Rep.",IRN,Obesity
"Iran, Islamic Rep.",IRN,Obesity
Iraq,IRQ,Obesity
Iraq,IRQ,Obesity
Iraq,IRQ,Obesity
Iraq,IRQ,Obesity
Iraq,IRQ,Obesity
Iraq,IRQ,Obesity
Iraq,IRQ,Obesity
Iraq,IRQ,Obesity
Iraq,IRQ,Obesity
Iraq,IRQ,Obesity
Iraq,IRQ,Obesity
Iraq,IRQ,Obesity
Iraq,IRQ,Obesity
Iraq,IRQ,Obesity
Iraq,IRQ,Obesity
Iraq,IRQ,Obesity
Iraq,IRQ,Obesity
Iraq,IRQ,Obesity
Iraq,IRQ,Obesity
Iraq,IRQ,Obesity
Iraq,IRQ,Obesity
Iraq,IRQ,Obesity
Iraq,IRQ,Obesity
Iraq,IRQ,Obesity
Iraq,IRQ,Obesity
Iraq,IRQ,Obesity
Iraq,IRQ,Obesity
Iraq,IRQ,Obesity
Iraq,IRQ,Obesity
Iraq,IRQ,Obesity
Iraq,IRQ,Obesity
Iraq,IRQ,Obesity
Iraq,IRQ,Obesity
Ireland,IRL,Obesity
Ireland,IRL,Obesity
Ireland,IRL,Obesity
Ireland,IRL,Obesity
Ireland,IRL,Obesity
Ireland,IRL,Obesity
Ireland,IRL,Obesity
Ireland,IRL,Obesity
Ireland,IRL,Obesity
Ireland,IRL,Obesity
Ireland,IRL,Obesity
Ireland,IRL,Obesity
Ireland,IRL,Obesity
Ireland,IRL,Obesity
Ireland,IRL,Obesity
Ireland,IRL,Obesity
Ireland,IRL,Obesity
Ireland,IRL,Obesity
Ireland,IRL,Obesity
Ireland,IRL,Obesity
Ireland,IRL,Obesity
Ireland,IRL,Obesity
Ireland,IRL,Obesity
Ireland,IRL,Obesity
Ireland,IRL,Obesity
Ireland,IRL,Obesity
Ireland,IRL,Obesity
Ireland,IRL,Obesity
Ireland,IRL,Obesity
Ireland,IRL,Obesity
Ireland,IRL,Obesity
Ireland,IRL,Obesity
Ireland,IRL,Obesity
Israel,ISR,Obesity
Israel,ISR,Obesity
Israel,ISR,Obesity
Israel,ISR,Obesity
Israel,ISR,Obesity
Israel,ISR,Obesity
Israel,ISR,Obesity
Israel,ISR,Obesity
Israel,ISR,Obesity
Israel,ISR,Obesity
Israel,ISR,Obesity
Israel,ISR,Obesity
Israel,ISR,Obesity
Israel,ISR,Obesity
Israel,ISR,Obesity
Israel,ISR,Obesity
Israel,ISR,Obesity
Israel,ISR,Obesity
Israel,ISR,Obesity
Israel,ISR,Obesity
Israel,ISR,Obesity
Israel,ISR,Obesity
Israel,ISR,Obesity
Israel,ISR,Obesity
Israel,ISR,Obesity
Israel,ISR,Obesity
Israel,ISR,Obesity
Israel,ISR,Obesity
Israel,ISR,Obesity
Israel,ISR,Obesity
Israel,ISR,Obesity
Israel,ISR,Obesity
Israel,ISR,Obesity
Italy,ITA,Obesity
Italy,ITA,Obesity
Italy,ITA,Obesity
Italy,ITA,Obesity
Italy,ITA,Obesity
Italy,ITA,Obesity
Italy,ITA,Obesity
Italy,ITA,Obesity
Italy,ITA,Obesity
Italy,ITA,Obesity
Italy,ITA,Obesity
Italy,ITA,Obesity
Italy,ITA,Obesity
Italy,ITA,Obesity
Italy,ITA,Obesity
Italy,ITA,Obesity
Italy,ITA,Obesity
Italy,ITA,Obesity
Italy,ITA,Obesity
Italy,ITA,Obesity
Italy,ITA,Obesity
Italy,ITA,Obesity
Italy,ITA,Obesity
Italy,ITA,Obesity
Italy,ITA,Obesity
Italy,ITA,Obesity
Italy,ITA,Obesity
Italy,ITA,Obesity
Italy,ITA,Obesity
Italy,ITA,Obesity
Italy,ITA,Obesity
Italy,ITA,Obesity
Italy,ITA,Obesity
Jamaica,JAM,Obesity
Jamaica,JAM,Obesity
Jamaica,JAM,Obesity
Jamaica,JAM,Obesity
Jamaica,JAM,Obesity
Jamaica,JAM,Obesity
Jamaica,JAM,Obesity
Jamaica,JAM,Obesity
Jamaica,JAM,Obesity
Jamaica,JAM,Obesity
Jamaica,JAM,Obesity
Jamaica,JAM,Obesity
Jamaica,JAM,Obesity
Jamaica,JAM,Obesity
Jamaica,JAM,Obesity
Jamaica,JAM,Obesity
Jamaica,JAM,Obesity
Jamaica,JAM,Obesity
Jamaica,JAM,Obesity
Jamaica,JAM,Obesity
Jamaica,JAM,Obesity
Jamaica,JAM,Obesity
Jamaica,JAM,Obesity
Jamaica,JAM,Obesity
Jamaica,JAM,Obesity
Jamaica,JAM,Obesity
Jamaica,JAM,Obesity
Jamaica,JAM,Obesity
Jamaica,JAM,Obesity
Jamaica,JAM,Obesity
Jamaica,JAM,Obesity
Jamaica,JAM,Obesity
Jamaica,JAM,Obesity
Japan,JPN,Obesity
Japan,JPN,Obesity
Japan,JPN,Obesity
Japan,JPN,Obesity
Japan,JPN,Obesity
Japan,JPN,Obesity
Japan,JPN,Obesity
Japan,JPN,Obesity
Japan,JPN,Obesity
Japan,JPN,Obesity
Japan,JPN,Obesity
Japan,JPN,Obesity
Japan,JPN,Obesity
Japan,JPN,Obesity
Japan,JPN,Obesity
Japan,JPN,Obesity
Japan,JPN,Obesity
Japan,JPN,Obesity
Japan,JPN,Obesity
Japan,JPN,Obesity
Japan,JPN,Obesity
Japan,JPN,Obesity
Japan,JPN,Obesity
Japan,JPN,Obesity
Japan,JPN,Obesity
Japan,JPN,Obesity
Japan,JPN,Obesity
Japan,JPN,Obesity
Japan,JPN,Obesity
Japan,JPN,Obesity
Japan,JPN,Obesity
Japan,JPN,Obesity
Japan,JPN,Obesity
Jordan,JOR,Obesity
Jordan,JOR,Obesity
Jordan,JOR,Obesity
Jordan,JOR,Obesity
Jordan,JOR,Obesity
Jordan,JOR,Obesity
Jordan,JOR,Obesity
Jordan,JOR,Obesity
Jordan,JOR,Obesity
Jordan,JOR,Obesity
Jordan,JOR,Obesity
Jordan,JOR,Obesity
Jordan,JOR,Obesity
Jordan,JOR,Obesity
Jordan,JOR,Obesity
Jordan,JOR,Obesity
Jordan,JOR,Obesity
Jordan,JOR,Obesity
Jordan,JOR,Obesity
Jordan,JOR,Obesity
Jordan,JOR,Obesity
Jordan,JOR,Obesity
Jordan,JOR,Obesity
Jordan,JOR,Obesity
Jordan,JOR,Obesity
Jordan,JOR,Obesity
Jordan,JOR,Obesity
Jordan,JOR,Obesity
Jordan,JOR,Obesity
Jordan,JOR,Obesity
Jordan,JOR,Obesity
Jordan,JOR,Obesity
Jordan,JOR,Obesity
Kazakhstan,KAZ,Obesity
Kazakhstan,KAZ,Obesity
Kazakhstan,KAZ,Obesity
Kazakhstan,KAZ,Obesity
Kazakhstan,KAZ,Obesity
Kazakhstan,KAZ,Obesity
Kazakhstan,KAZ,Obesity
Kazakhstan,KAZ,Obesity
Kazakhstan,KAZ,Obesity
Kazakhstan,KAZ,Obesity
Kazakhstan,KAZ,Obesity
Kazakhstan,KAZ,Obesity
Kazakhstan,KAZ,Obesity
Kazakhstan,KAZ,Obesity
Kazakhstan,KAZ,Obesity
Kazakhstan,KAZ,Obesity
Kazakhstan,KAZ,Obesity
Kazakhstan,KAZ,Obesity
Kazakhstan,KAZ,Obesity
Kazakhstan,KAZ,Obesity
Kazakhstan,KAZ,Obesity
Kazakhstan,KAZ,Obesity
Kazakhstan,KAZ,Obesity
Kazakhstan,KAZ,Obesity
Kazakhstan,KAZ,Obesity
Kazakhstan,KAZ,Obesity
Kazakhstan,KAZ,Obesity
Kazakhstan,KAZ,Obesity
Kazakhstan,KAZ,Obesity
Kazakhstan,KAZ,Obesity
Kazakhstan,KAZ,Obesity
Kazakhstan,KAZ,Obesity
Kazakhstan,KAZ,Obesity
Kenya,KEN,Obesity
Kenya,KEN,Obesity
Kenya,KEN,Obesity
Kenya,KEN,Obesity
Kenya,KEN,Obesity
Kenya,KEN,Obesity
Kenya,KEN,Obesity
Kenya,KEN,Obesity
Kenya,KEN,Obesity
Kenya,KEN,Obesity
Kenya,KEN,Obesity
Kenya,KEN,Obesity
Kenya,KEN,Obesity
Kenya,KEN,Obesity
Kenya,KEN,Obesity
Kenya,KEN,Obesity
Kenya,KEN,Obesity
Kenya,KEN,Obesity
Kenya,KEN,Obesity
Kenya,KEN,Obesity
Kenya,KEN,Obesity
Kenya,KEN,Obesity
Kenya,KEN,Obesity
Kenya,KEN,Obesity
Kenya,KEN,Obesity
Kenya,KEN,Obesity
Kenya,KEN,Obesity
Kenya,KEN,Obesity
Kenya,KEN,Obesity
Kenya,KEN,Obesity
Kenya,KEN,Obesity
Kenya,KEN,Obesity
Kenya,KEN,Obesity
Kiribati,KIR,Obesity
Kiribati,KIR,Obesity
Kiribati,KIR,Obesity
Kiribati,KIR,Obesity
Kiribati,KIR,Obesity
Kiribati,KIR,Obesity
Kiribati,KIR,Obesity
Kiribati,KIR,Obesity
Kiribati,KIR,Obesity
Kiribati,KIR,Obesity
Kiribati,KIR,Obesity
Kiribati,KIR,Obesity
Kiribati,KIR,Obesity
Kiribati,KIR,Obesity
Kiribati,KIR,Obesity
Kiribati,KIR,Obesity
Kiribati,KIR,Obesity
Kiribati,KIR,Obesity
Kiribati,KIR,Obesity
Kiribati,KIR,Obesity
Kiribati,KIR,Obesity
Kiribati,KIR,Obesity
Kiribati,KIR,Obesity
Kiribati,KIR,Obesity
Kiribati,KIR,Obesity
Kiribati,KIR,Obesity
Kiribati,KIR,Obesity
Kiribati,KIR,Obesity
Kiribati,KIR,Obesity
Kiribati,KIR,Obesity
Kiribati,KIR,Obesity
Kiribati,KIR,Obesity
Kiribati,KIR,Obesity
"Korea, Dem. People's Rep.",PRK,Obesity
"Korea, Dem. People's Rep.",PRK,Obesity
"Korea, Dem. People's Rep.",PRK,Obesity
"Korea, Dem. People's Rep.",PRK,Obesity
"Korea, Dem. People's Rep.",PRK,Obesity
"Korea, Dem. People's Rep.",PRK,Obesity
"Korea, Dem. People's Rep.",PRK,Obesity
"Korea, Dem. People's Rep.",PRK,Obesity
"Korea, Dem. People's Rep.",PRK,Obesity
"Korea, Dem. People's Rep.",PRK,Obesity
"Korea, Dem. People's Rep.",PRK,Obesity
"Korea, Dem. People's Rep.",PRK,Obesity
"Korea, Dem. People's Rep.",PRK,Obesity
"Korea, Dem. People's Rep.",PRK,Obesity
"Korea, Dem. People's Rep.",PRK,Obesity
"Korea, Dem. People's Rep.",PRK,Obesity
"Korea, Dem. People's Rep.",PRK,Obesity
"Korea, Dem. People's Rep.",PRK,Obesity
"Korea, Dem. People's Rep.",PRK,Obesity
"Korea, Dem. People's Rep.",PRK,Obesity
"Korea, Dem. People's Rep.",PRK,Obesity
"Korea, Dem. People's Rep.",PRK,Obesity
"Korea, Dem. People's Rep.",PRK,Obesity
"Korea, Dem. People's Rep.",PRK,Obesity
"Korea, Dem. People's Rep.",PRK,Obesity
"Korea, Dem. People's Rep.",PRK,Obesity
"Korea, Dem. People's Rep.",PRK,Obesity
"Korea, Dem. People's Rep.",PRK,Obesity
"Korea, Dem. People's Rep.",PRK,Obesity
"Korea, Dem. People's Rep.",PRK,Obesity
"Korea, Dem. People's Rep.",PRK,Obesity
"Korea, Dem. People's Rep.",PRK,Obesity
"Korea, Dem. People's Rep.",PRK,Obesity
"Korea, Rep.",KOR,Obesity
"Korea, Rep.",KOR,Obesity
"Korea, Rep.",KOR,Obesity
"Korea, Rep.",KOR,Obesity
"Korea, Rep.",KOR,Obesity
"Korea, Rep.",KOR,Obesity
"Korea, Rep.",KOR,Obesity
"Korea, Rep.",KOR,Obesity
"Korea, Rep.",KOR,Obesity
"Korea, Rep.",KOR,Obesity
"Korea, Rep.",KOR,Obesity
"Korea, Rep.",KOR,Obesity
"Korea, Rep.",KOR,Obesity
"Korea, Rep.",KOR,Obesity
