Indicator Name,Country,Year,Value
Prevalence of overweight (% of adults),Estonia,2009,52.31
Prevalence of overweight (% of adults),Estonia,2008,51.84
Prevalence of overweight (% of adults),Estonia,2007,51.34
Prevalence of overweight (% of adults),Estonia,2006,50.79
Prevalence of overweight (% of adults),Estonia,2005,50.22
Prevalence of overweight (% of adults),Estonia,2004,49.62
Prevalence of overweight (% of adults),Estonia,2003,49
Prevalence of overweight (% of adults),Estonia,2002,48.37
Prevalence of overweight (% of adults),Estonia,2001,47.74
Prevalence of overweight (% of adults),Estonia,2000,47.13
Prevalence of overweight (% of adults),Estonia,1999,46.54
Prevalence of overweight (% of adults),Estonia,1998,45.99
Prevalence of overweight (% of adults),Estonia,1997,45.5
Prevalence of overweight (% of adults),Estonia,1996,45.08
Prevalence of overweight (% of adults),Estonia,1995,44.72
Prevalence of overweight (% of adults),Estonia,1994,44.41
Prevalence of overweight (% of adults),Estonia,1993,44.15
Prevalence of overweight (% of adults),Estonia,1992,43.95
Prevalence of overweight (% of adults),Estonia,1991,43.78
Prevalence of overweight (% of adults),Estonia,1990,43.63
Prevalence of overweight (% of adults),Eswatini,2022,57.14
Prevalence of overweight (% of adults),Eswatini,2021,56.24
Prevalence of overweight (% of adults),Eswatini,2020,55.37
Prevalence of overweight (% of adults),Eswatini,2019,54.53
Prevalence of overweight (% of adults),Eswatini,2018,53.71
Prevalence of overweight (% of adults),Eswatini,2017,52.89
Prevalence of overweight (% of adults),Eswatini,2016,52.09
Prevalence of overweight (% of adults),Eswatini,2015,51.28
Prevalence of overweight (% of adults),Eswatini,2014,50.49
Prevalence of overweight (% of adults),Eswatini,2013,49.7
Prevalence of overweight (% of adults),Eswatini,2012,48.91
Prevalence of overweight (% of adults),Eswatini,2011,48.11
Prevalence of overweight (% of adults),Eswatini,2010,47.29
Prevalence of overweight (% of adults),Eswatini,2009,46.46
Prevalence of overweight (% of adults),Eswatini,2008,45.6
Prevalence of overweight (% of adults),Eswatini,2007,44.68
Prevalence of overweight (% of adults),Eswatini,2006,43.7
Prevalence of overweight (% of adults),Eswatini,2005,42.69
Prevalence of overweight (% of adults),Eswatini,2004,41.65
Prevalence of overweight (% of adults),Eswatini,2003,40.59
Prevalence of overweight (% of adults),Eswatini,2002,39.51
Prevalence of overweight (% of adults),Eswatini,2001,38.42
Prevalence of overweight (% of adults),Eswatini,2000,37.34
Prevalence of overweight (% of adults),Eswatini,1999,36.27
Prevalence of overweight (% of adults),Eswatini,1998,35.21
Prevalence of overweight (% of adults),Eswatini,1997,34.16
Prevalence of overweight (% of adults),Eswatini,1996,33.12
Prevalence of overweight (% of adults),Eswatini,1995,32.13
Prevalence of overweight (% of adults),Eswatini,1994,31.13
Prevalence of overweight (% of adults),Eswatini,1993,30.16
Prevalence of overweight (% of adults),Eswatini,1992,29.26
Prevalence of overweight (% of adults),Eswatini,1991,28.39
Prevalence of overweight (% of adults),Eswatini,1990,27.53
Prevalence of overweight (% of adults),Ethiopia,2022,10.87
Prevalence of overweight (% of adults),Ethiopia,2021,10.49
Prevalence of overweight (% of adults),Ethiopia,2020,10.12
Prevalence of overweight (% of adults),Ethiopia,2019,9.76
Prevalence of overweight (% of adults),Ethiopia,2018,9.43
Prevalence of overweight (% of adults),Ethiopia,2017,9.1
Prevalence of overweight (% of adults),Ethiopia,2016,8.79
Prevalence of overweight (% of adults),Ethiopia,2015,8.49
Prevalence of overweight (% of adults),Ethiopia,2014,8.2
Prevalence of overweight (% of adults),Ethiopia,2013,7.92
Prevalence of overweight (% of adults),Ethiopia,2012,7.66
Prevalence of overweight (% of adults),Ethiopia,2011,7.41
Prevalence of overweight (% of adults),Ethiopia,2010,7.16
Prevalence of overweight (% of adults),Ethiopia,2009,6.93
Prevalence of overweight (% of adults),Ethiopia,2008,6.7
Prevalence of overweight (% of adults),Ethiopia,2007,6.48
Prevalence of overweight (% of adults),Ethiopia,2006,6.25
Prevalence of overweight (% of adults),Ethiopia,2005,6.02
Prevalence of overweight (% of adults),Ethiopia,2004,5.8
Prevalence of overweight (% of adults),Ethiopia,2003,5.59
Prevalence of overweight (% of adults),Ethiopia,2002,5.38
Prevalence of overweight (% of adults),Ethiopia,2001,5.18
Prevalence of overweight (% of adults),Ethiopia,2000,4.99
Prevalence of overweight (% of adults),Ethiopia,1999,4.81
Prevalence of overweight (% of adults),Ethiopia,1998,4.64
Prevalence of overweight (% of adults),Ethiopia,1997,4.49
Prevalence of overweight (% of adults),Ethiopia,1996,4.34
Prevalence of overweight (% of adults),Ethiopia,1995,4.21
Prevalence of overweight (% of adults),Ethiopia,1994,4.08
Prevalence of overweight (% of adults),Ethiopia,1993,3.97
Prevalence of overweight (% of adults),Ethiopia,1992,3.85
Prevalence of overweight (% of adults),Ethiopia,1991,3.75
Prevalence of overweight (% of adults),Ethiopia,1990,3.64
Prevalence of overweight (% of adults),Fiji,2022,65.79
Prevalence of overweight (% of adults),Fiji,2021,65.23
Prevalence of overweight (% of adults),Fiji,2020,64.66
Prevalence of overweight (% of adults),Fiji,2019,64.1
Prevalence of overweight (% of adults),Fiji,2018,63.53
Prevalence of overweight (% of adults),Fiji,2017,62.95
Prevalence of overweight (% of adults),Fiji,2016,62.37
Prevalence of overweight (% of adults),Fiji,2015,61.78
Prevalence of overweight (% of adults),Fiji,2014,61.2
Prevalence of overweight (% of adults),Fiji,2013,60.62
Prevalence of overweight (% of adults),Fiji,2012,60.05
Prevalence of overweight (% of adults),Fiji,2011,59.48
Prevalence of overweight (% of adults),Fiji,2010,58.91
Prevalence of overweight (% of adults),Fiji,2009,58.35
Prevalence of overweight (% of adults),Fiji,2008,57.78
Prevalence of overweight (% of adults),Fiji,2007,57.22
Prevalence of overweight (% of adults),Fiji,2006,56.68
Prevalence of overweight (% of adults),Fiji,2005,56.14
Prevalence of overweight (% of adults),Fiji,2004,55.61
Prevalence of overweight (% of adults),Fiji,2003,55.09
Prevalence of overweight (% of adults),Fiji,2002,54.59
Prevalence of overweight (% of adults),Fiji,2001,54.1
Prevalence of overweight (% of adults),Fiji,2000,53.63
Prevalence of overweight (% of adults),Fiji,1999,53.17
Prevalence of overweight (% of adults),Fiji,1998,52.72
Prevalence of overweight (% of adults),Fiji,1997,52.27
Prevalence of overweight (% of adults),Fiji,1996,51.83
Prevalence of overweight (% of adults),Fiji,1995,51.39
Prevalence of overweight (% of adults),Fiji,1994,50.95
Prevalence of overweight (% of adults),Fiji,1993,50.52
Prevalence of overweight (% of adults),Fiji,1992,50.07
Prevalence of overweight (% of adults),Fiji,1991,49.62
Prevalence of overweight (% of adults),Fiji,1990,49.15
Prevalence of overweight (% of adults),Finland,2022,55.28
Prevalence of overweight (% of adults),Finland,2021,55.16
Prevalence of overweight (% of adults),Finland,2020,55.04
Prevalence of overweight (% of adults),Finland,2019,54.93
Prevalence of overweight (% of adults),Finland,2018,54.82
Prevalence of overweight (% of adults),Finland,2017,54.71
Prevalence of overweight (% of adults),Finland,2016,54.59
Prevalence of overweight (% of adults),Finland,2015,54.48
Prevalence of overweight (% of adults),Finland,2014,54.38
Prevalence of overweight (% of adults),Finland,2013,54.31
Prevalence of overweight (% of adults),Finland,2012,54.24
Prevalence of overweight (% of adults),Finland,2011,54.18
Prevalence of overweight (% of adults),Finland,2010,54.1
Prevalence of overweight (% of adults),Finland,2009,54.01
Prevalence of overweight (% of adults),Finland,2008,53.88
Prevalence of overweight (% of adults),Finland,2007,53.73
Prevalence of overweight (% of adults),Finland,2006,53.53
Prevalence of overweight (% of adults),Finland,2005,53.3
Prevalence of overweight (% of adults),Finland,2004,53.04
Prevalence of overweight (% of adults),Finland,2003,52.75
Prevalence of overweight (% of adults),Finland,2002,52.42
Prevalence of overweight (% of adults),Finland,2001,52.07
Prevalence of overweight (% of adults),Finland,2000,51.69
Prevalence of overweight (% of adults),Finland,1999,51.27
Prevalence of overweight (% of adults),Finland,1998,50.82
Prevalence of overweight (% of adults),Finland,1997,50.36
Prevalence of overweight (% of adults),Finland,1996,49.88
Prevalence of overweight (% of adults),Finland,1995,49.39
Prevalence of overweight (% of adults),Finland,1994,48.9
Prevalence of overweight (% of adults),Finland,1993,48.41
Prevalence of overweight (% of adults),Finland,1992,47.92
Prevalence of overweight (% of adults),Finland,1991,47.43
Prevalence of overweight (% of adults),Finland,1990,46.95
Prevalence of overweight (% of adults),France,2022,34.29
Prevalence of overweight (% of adults),France,2021,34.77
Prevalence of overweight (% of adults),France,2020,35.26
Prevalence of overweight (% of adults),France,2019,35.76
Prevalence of overweight (% of adults),France,2018,36.26
Prevalence of overweight (% of adults),France,2017,36.76
Prevalence of overweight (% of adults),France,2016,37.26
Prevalence of overweight (% of adults),France,2015,37.76
Prevalence of overweight (% of adults),France,2014,38.26
Prevalence of overweight (% of adults),France,2013,38.75
Prevalence of overweight (% of adults),France,2012,39.24
Prevalence of overweight (% of adults),France,2011,39.7
Prevalence of overweight (% of adults),France,2010,40.13
Prevalence of overweight (% of adults),France,2009,40.51
Prevalence of overweight (% of adults),France,2008,40.83
Prevalence of overweight (% of adults),France,2007,41.09
Prevalence of overweight (% of adults),France,2006,41.28
Prevalence of overweight (% of adults),France,2005,41.42
Prevalence of overweight (% of adults),France,2004,41.51
Prevalence of overweight (% of adults),France,2003,41.55
Prevalence of overweight (% of adults),France,2002,41.55
Prevalence of overweight (% of adults),France,2001,41.52
Prevalence of overweight (% of adults),France,2000,41.47
Prevalence of overweight (% of adults),France,1999,41.4
Prevalence of overweight (% of adults),France,1998,41.32
Prevalence of overweight (% of adults),France,1997,41.24
Prevalence of overweight (% of adults),France,1996,41.16
Prevalence of overweight (% of adults),France,1995,41.08
Prevalence of overweight (% of adults),France,1994,41.02
Prevalence of overweight (% of adults),France,1993,40.96
Prevalence of overweight (% of adults),France,1992,40.92
Prevalence of overweight (% of adults),France,1991,40.89
Prevalence of overweight (% of adults),France,1990,40.87
Prevalence of overweight (% of adults),French Polynesia,2022,73.57
Prevalence of overweight (% of adults),French Polynesia,2021,73.38
Prevalence of overweight (% of adults),French Polynesia,2020,73.2
Prevalence of overweight (% of adults),French Polynesia,2019,73.02
Prevalence of overweight (% of adults),French Polynesia,2018,72.84
Prevalence of overweight (% of adults),French Polynesia,2017,72.67
Prevalence of overweight (% of adults),French Polynesia,2016,72.49
Prevalence of overweight (% of adults),French Polynesia,2015,72.32
Prevalence of overweight (% of adults),French Polynesia,2014,72.16
Prevalence of overweight (% of adults),French Polynesia,2013,72
Prevalence of overweight (% of adults),French Polynesia,2012,71.86
Prevalence of overweight (% of adults),French Polynesia,2011,71.72
Prevalence of overweight (% of adults),French Polynesia,2010,71.59
Prevalence of overweight (% of adults),French Polynesia,2009,71.46
Prevalence of overweight (% of adults),French Polynesia,2008,71.33
Prevalence of overweight (% of adults),French Polynesia,2007,71.2
Prevalence of overweight (% of adults),French Polynesia,2006,71.08
Prevalence of overweight (% of adults),French Polynesia,2005,70.95
Prevalence of overweight (% of adults),French Polynesia,2004,70.82
Prevalence of overweight (% of adults),French Polynesia,2003,70.69
Prevalence of overweight (% of adults),French Polynesia,2002,70.56
Prevalence of overweight (% of adults),French Polynesia,2001,70.41
Prevalence of overweight (% of adults),French Polynesia,2000,70.26
Prevalence of overweight (% of adults),French Polynesia,1999,70.1
Prevalence of overweight (% of adults),French Polynesia,1998,69.91
Prevalence of overweight (% of adults),French Polynesia,1997,69.72
Prevalence of overweight (% of adults),French Polynesia,1996,69.5
Prevalence of overweight (% of adults),French Polynesia,1995,69.26
Prevalence of overweight (% of adults),French Polynesia,1994,69
Prevalence of overweight (% of adults),French Polynesia,1993,68.7
Prevalence of overweight (% of adults),French Polynesia,1992,68.37
Prevalence of overweight (% of adults),French Polynesia,1991,67.99
Prevalence of overweight (% of adults),French Polynesia,1990,67.58
Prevalence of overweight (% of adults),Gabon,2022,46.9
Prevalence of overweight (% of adults),Gabon,2021,46.23
Prevalence of overweight (% of adults),Gabon,2020,45.56
Prevalence of overweight (% of adults),Gabon,2019,44.91
Prevalence of overweight (% of adults),Gabon,2018,44.27
Prevalence of overweight (% of adults),Gabon,2017,43.64
Prevalence of overweight (% of adults),Gabon,2016,43.02
Prevalence of overweight (% of adults),Gabon,2015,42.42
Prevalence of overweight (% of adults),Gabon,2014,41.83
Prevalence of overweight (% of adults),Gabon,2013,41.25
Prevalence of overweight (% of adults),Gabon,2012,40.67
Prevalence of overweight (% of adults),Gabon,2011,40.07
Prevalence of overweight (% of adults),Gabon,2010,39.43
Prevalence of overweight (% of adults),Gabon,2009,38.75
Prevalence of overweight (% of adults),Gabon,2008,38.01
Prevalence of overweight (% of adults),Gabon,2007,37.23
Prevalence of overweight (% of adults),Gabon,2006,36.4
Prevalence of overweight (% of adults),Gabon,2005,35.52
Prevalence of overweight (% of adults),Gabon,2004,34.6
Prevalence of overweight (% of adults),Gabon,2003,33.66
Prevalence of overweight (% of adults),Gabon,2002,32.69
Prevalence of overweight (% of adults),Gabon,2001,31.71
Prevalence of overweight (% of adults),Gabon,2000,30.74
Prevalence of overweight (% of adults),Gabon,1999,29.77
Prevalence of overweight (% of adults),Gabon,1998,28.8
Prevalence of overweight (% of adults),Gabon,1997,27.85
Prevalence of overweight (% of adults),Gabon,1996,26.92
Prevalence of overweight (% of adults),Gabon,1995,26.01
Prevalence of overweight (% of adults),Gabon,1994,25.12
Prevalence of overweight (% of adults),Gabon,1993,24.25
Prevalence of overweight (% of adults),Gabon,1992,23.39
Prevalence of overweight (% of adults),Gabon,1991,22.55
Prevalence of overweight (% of adults),Gabon,1990,21.72
Prevalence of overweight (% of adults),"Gambia, The",2022,40.94
Prevalence of overweight (% of adults),"Gambia, The",2021,39.79
Prevalence of overweight (% of adults),"Gambia, The",2020,38.64
Prevalence of overweight (% of adults),"Gambia, The",2019,37.51
Prevalence of overweight (% of adults),"Gambia, The",2018,36.39
